,Negative,Neutral,Positive,Negative counts,Neutral counts,Positive counts,Word counts,Negative TFIDF,Neutral TFIDF,Positive TFIDF,word
0,1.0,0.0,0.0,4.0,0.0,0.0,4.0,1.0,0.0,0.0,un
1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,Comitium
2,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,storied
3,1.0,0.0,0.0,3.0,0.0,0.0,3.0,1.0,0.0,0.0,Terrance
4,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,safe
5,0.0,1.0,1.0,0.0,1.0,2.0,3.0,0.0,0.3333333333333333,0.6666666666666666,needer
6,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,Ike
7,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,Chane
8,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,nil
9,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,param
10,1.0,1.0,0.0,1.0,3.0,0.0,4.0,0.25,0.75,0.0,admit
11,1.0,0.0,1.0,1.0,0.0,1.0,2.0,0.5,0.0,0.5,beginning
12,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,haw
13,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,mastermind
14,0.0,1.0,0.0,0.0,3.0,0.0,3.0,0.0,1.0,0.0,decided
15,1.0,0.0,1.0,3.0,0.0,2.0,5.0,0.6,0.0,0.4,whole
16,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,accidental
17,1.0,1.0,1.0,14.0,22.0,17.0,53.0,0.2641509433962264,0.41509433962264153,0.32075471698113206,P
18,1.0,1.0,1.0,2.0,5.0,6.0,13.0,0.15384615384615385,0.38461538461538464,0.46153846153846156,free
19,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,legitimate
20,1.0,0.0,1.0,2.0,0.0,1.0,3.0,0.6666666666666666,0.0,0.3333333333333333,naked
21,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,Sal
22,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,Bat
23,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,formerly
24,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,watching
25,1.0,0.0,0.0,6.0,0.0,0.0,6.0,1.0,0.0,0.0,900
26,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,stipend
27,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,horizon
28,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,presumably
29,0.0,0.0,1.0,0.0,0.0,4.0,4.0,0.0,0.0,1.0,Gamelion
30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,lorry
31,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,information
32,0.0,1.0,1.0,0.0,1.0,2.0,3.0,0.0,0.3333333333333333,0.6666666666666666,wipe
33,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,anniversary
34,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,seedage
35,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,smoked
36,1.0,1.0,1.0,2.0,3.0,1.0,6.0,0.3333333333333333,0.5,0.16666666666666666,voice
37,0.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,0.5,0.5,prove
38,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,Rivina
39,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,tane
40,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,Pianola
41,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,gun
42,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,immigrant
43,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,.41
44,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,spat
45,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,regulator
46,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,estrange
47,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,wondering
48,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,tamperer
49,1.0,1.0,0.0,3.0,1.0,0.0,4.0,0.75,0.25,0.0,wont
50,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,chilling
51,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.41
52,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,stunner
53,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,stun
54,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,aimer
55,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,mobbish
56,1.0,0.0,1.0,2.0,0.0,3.0,5.0,0.4,0.0,0.6,quite
57,1.0,1.0,1.0,1.0,1.0,1.0,3.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,display
58,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,Albright
59,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,clarify
60,1.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,hungry
61,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,Umatilla
62,1.0,0.0,1.0,1.0,0.0,1.0,2.0,0.5,0.0,0.5,wifie
63,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,wave
64,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,Diego
65,0.0,1.0,0.0,0.0,3.0,0.0,3.0,0.0,1.0,0.0,incident
66,1.0,0.0,0.0,3.0,0.0,0.0,3.0,1.0,0.0,0.0,Yun
67,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,Somali
68,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,discretionary
69,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,Rajendra
70,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,quickener
71,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,Mariana
72,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,embarrass
73,1.0,1.0,1.0,1.0,2.0,2.0,5.0,0.2,0.4,0.4,9
74,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,Trichina
75,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,vale
76,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,revive
77,0.0,1.0,1.0,0.0,1.0,2.0,3.0,0.0,0.3333333333333333,0.6666666666666666,Sho
78,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,'A7a
79,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,Xyleborus
80,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,medal
81,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,Equus
82,1.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,waffle
83,1.0,1.0,1.0,1.0,1.0,14.0,16.0,0.0625,0.0625,0.875,forward
84,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,Sydneyite
85,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,spoil
86,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,sima
87,1.0,1.0,1.0,2.0,14.0,3.0,19.0,0.10526315789473684,0.7368421052631579,0.15789473684210525,J
88,0.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,0.5,0.5,snow
89,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,mull
90,1.0,1.0,1.0,7.0,5.0,5.0,17.0,0.4117647058823529,0.29411764705882354,0.29411764705882354,happen
91,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,Catostomus
92,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,Diana
93,0.0,1.0,0.0,0.0,6.0,0.0,6.0,0.0,1.0,0.0,Justicia
94,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,Astragalus
95,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,crisis
96,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,giraffe
97,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,reaching
98,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,Studite
99,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,age
100,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,weaken
101,0.0,1.0,0.0,0.0,3.0,0.0,3.0,0.0,1.0,0.0,barse
102,0.0,1.0,1.0,0.0,2.0,1.0,3.0,0.0,0.6666666666666666,0.3333333333333333,Bill
103,1.0,0.0,1.0,9.0,0.0,2.0,11.0,0.8181818181818182,0.0,0.18181818181818182,someone
104,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,iconoclasm
105,1.0,0.0,0.0,3.0,0.0,0.0,3.0,1.0,0.0,0.0,Boothian
106,0.0,1.0,0.0,0.0,3.0,0.0,3.0,0.0,1.0,0.0,fundi
107,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,Oldenburg
108,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,insoul
109,1.0,0.0,1.0,3.0,0.0,1.0,4.0,0.75,0.0,0.25,Stilbella
110,1.0,0.0,0.0,3.0,0.0,0.0,3.0,1.0,0.0,0.0,rusty
111,0.0,1.0,1.0,0.0,2.0,2.0,4.0,0.0,0.5,0.5,Holly
112,1.0,1.0,1.0,3.0,2.0,2.0,7.0,0.42857142857142855,0.2857142857142857,0.2857142857142857,media
113,0.0,1.0,0.0,0.0,7.0,0.0,7.0,0.0,1.0,0.0,arrest
114,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,muga
115,1.0,1.0,0.0,1.0,2.0,0.0,3.0,0.3333333333333333,0.6666666666666666,0.0,Paris
116,0.0,1.0,0.0,0.0,3.0,0.0,3.0,0.0,1.0,0.0,clash
117,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,spaying
118,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,flu
119,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,frustration
120,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,:30
121,1.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,Ophiuchid
122,0.0,1.0,1.0,0.0,4.0,1.0,5.0,0.0,0.8,0.2,verdict
123,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,refusing
124,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,prayer
125,0.0,1.0,0.0,0.0,3.0,0.0,3.0,0.0,1.0,0.0,ruling
126,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,Confucian
127,0.0,0.0,1.0,0.0,0.0,5.0,5.0,0.0,0.0,1.0,Ordovian
128,1.0,1.0,0.0,13.0,5.0,0.0,18.0,0.7222222222222222,0.2777777777777778,0.0,number
129,1.0,0.0,1.0,1.0,0.0,3.0,4.0,0.25,0.0,0.75,different
130,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,blame
131,1.0,1.0,1.0,3.0,2.0,9.0,14.0,0.21428571428571427,0.14285714285714285,0.6428571428571429,coming
132,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,edition
133,1.0,1.0,0.0,3.0,2.0,0.0,5.0,0.6,0.4,0.0,return
134,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,raki
135,0.0,1.0,1.0,0.0,2.0,1.0,3.0,0.0,0.6666666666666666,0.3333333333333333,|
136,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,Terminalia
137,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,Dail
138,1.0,0.0,1.0,6.0,0.0,12.0,18.0,0.3333333333333333,0.0,0.6666666666666666,tonight
139,1.0,1.0,1.0,6.0,1.0,6.0,13.0,0.46153846153846156,0.07692307692307693,0.46153846153846156,Oneida
140,1.0,1.0,0.0,1.0,2.0,0.0,3.0,0.3333333333333333,0.6666666666666666,0.0,bodied
141,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,5/6
142,0.0,1.0,0.0,0.0,3.0,0.0,3.0,0.0,1.0,0.0,term
143,1.0,1.0,0.0,1.0,12.0,0.0,13.0,0.07692307692307693,0.9230769230769231,0.0,state
144,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,coach
145,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,writing
146,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,Reggie
147,1.0,0.0,0.0,3.0,0.0,0.0,3.0,1.0,0.0,0.0,awful
148,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,kop
149,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,twitterboned
150,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,fra
151,1.0,1.0,1.0,1.0,1.0,1.0,3.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,rank
152,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,youngish
153,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,Neil
154,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,Disporum
155,1.0,1.0,1.0,1.0,1.0,1.0,3.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,camera
156,1.0,1.0,0.0,1.0,2.0,0.0,3.0,0.3333333333333333,0.6666666666666666,0.0,air
157,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,Halleyan
158,1.0,0.0,1.0,1.0,0.0,9.0,10.0,0.1,0.0,0.9,unfollowed
159,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,Advaita
160,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,lane
161,1.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,cause
162,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,accuracy
163,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,involved
164,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,Tennysonian
165,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,Leonese
166,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,.32
167,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2k
168,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,Semang
169,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,ad
170,1.0,1.0,1.0,10.0,1.0,16.0,27.0,0.37037037037037035,0.037037037037037035,0.5925925925925926,'ve
171,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,birthplace
172,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,Unionidae
173,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,.17
174,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,stunning
175,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,pusher
176,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,threat
177,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,Kushshu
178,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,Beaumontia
179,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,speaker
180,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,100m
181,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,blue
182,1.0,0.0,1.0,1.0,0.0,1.0,2.0,0.5,0.0,0.5,Olinia
183,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,military
184,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,Iroha
185,1.0,1.0,1.0,8.0,17.0,2.0,27.0,0.2962962962962963,0.6296296296296297,0.07407407407407407,call
186,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,Metaurus
187,0.0,1.0,0.0,0.0,5.0,0.0,5.0,0.0,1.0,0.0,nephew
188,0.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,0.5,0.5,Rollinia
189,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,Stoic
190,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,Roger
191,0.0,1.0,1.0,0.0,3.0,1.0,4.0,0.0,0.75,0.25,patience
192,0.0,1.0,0.0,0.0,5.0,0.0,5.0,0.0,1.0,0.0,village
193,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,accomplish
194,1.0,1.0,0.0,3.0,1.0,0.0,4.0,0.75,0.25,0.0,broken
195,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,litchi
196,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,fossil
197,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,war
198,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,confident
199,0.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,0.5,0.5,Bucky
200,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,Hibito
201,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,vanity
202,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,guilty
203,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,funny
204,0.0,1.0,0.0,0.0,3.0,0.0,3.0,0.0,1.0,0.0,surge
205,1.0,1.0,0.0,1.0,2.0,0.0,3.0,0.3333333333333333,0.6666666666666666,0.0,mobile
206,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,menace
207,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,g
208,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,bishopship
209,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,Normanesque
210,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,stripe
211,1.0,1.0,1.0,2.0,6.0,2.0,10.0,0.2,0.6,0.2,story
212,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,Moslemin
213,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,millennial
214,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,basketball
215,1.0,1.0,1.0,1.0,9.0,1.0,11.0,0.09090909090909091,0.8181818181818182,0.09090909090909091,visit
216,0.0,1.0,1.0,0.0,2.0,1.0,3.0,0.0,0.6666666666666666,0.3333333333333333,within
217,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,gate
218,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,homage
219,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,custody
220,1.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,organic
221,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,undone
222,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,signal
223,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,Senci
224,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,polythene
225,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,revisit
226,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,condole
227,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,ego
228,0.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,0.5,0.5,Constance
229,1.0,0.0,1.0,1.0,0.0,1.0,2.0,0.5,0.0,0.5,prefer
230,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,800
231,1.0,1.0,0.0,1.0,10.0,0.0,11.0,0.09090909090909091,0.9090909090909091,0.0,test
232,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,cheap
233,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,Bluebeard
234,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,gan
235,1.0,1.0,1.0,367.0,19.0,206.0,592.0,0.6199324324324325,0.03209459459459459,0.34797297297297297,I
236,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,Knesset
237,0.0,1.0,0.0,0.0,4.0,0.0,4.0,0.0,1.0,0.0,pitch
238,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,Liukiu
239,0.0,1.0,0.0,0.0,4.0,0.0,4.0,0.0,1.0,0.0,majority
240,1.0,1.0,1.0,2.0,1.0,60.0,63.0,0.031746031746031744,0.015873015873015872,0.9523809523809523,smile
241,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,inroad
242,1.0,1.0,0.0,1.0,1.0,0.0,2.0,0.5,0.5,0.0,satisfied
243,1.0,1.0,1.0,3.0,48.0,1.0,52.0,0.057692307692307696,0.9230769230769231,0.019230769230769232,Cours
244,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,vocal
245,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,caged
246,1.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,edit
247,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,purchase
248,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,legend
249,1.0,1.0,1.0,8.0,51.0,8.0,67.0,0.11940298507462686,0.7611940298507462,0.11940298507462686,U
250,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,ply
251,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,middleman
252,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,goodly
253,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,grandfilial
254,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,Fingall
255,0.0,1.0,0.0,0.0,3.0,0.0,3.0,0.0,1.0,0.0,percent
256,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,lucanid
257,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,cosmic
258,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,preventingly
259,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,adult
260,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,learnt
261,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,meadow
262,0.0,1.0,1.0,0.0,1.0,2.0,3.0,0.0,0.3333333333333333,0.6666666666666666,session
263,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,president
264,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,defeat
265,0.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,0.5,0.5,Bullom
266,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,Asiatically
267,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,Vertebrata
268,0.0,1.0,1.0,0.0,5.0,1.0,6.0,0.0,0.8333333333333334,0.16666666666666666,usings
269,1.0,1.0,1.0,18.0,5.0,25.0,48.0,0.375,0.10416666666666667,0.5208333333333334,Ita
270,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,Coumarouna
271,1.0,1.0,1.0,9.0,1.0,1.0,11.0,0.8181818181818182,0.09090909090909091,0.09090909090909091,driver
272,0.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,0.5,0.5,helper
273,0.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,0.5,0.5,Ana
274,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,Ric
275,0.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,0.5,0.5,Hades
276,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,sweater
277,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,Regga
278,1.0,0.0,1.0,1.0,0.0,89.0,90.0,0.011111111111111112,0.0,0.9888888888888889,Hapi
279,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,mandatory
280,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,sexually
281,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,bulk
282,1.0,0.0,0.0,17.0,0.0,0.0,17.0,1.0,0.0,0.0,arms
283,0.0,1.0,1.0,0.0,9.0,1.0,10.0,0.0,0.9,0.1,phase
284,1.0,1.0,1.0,4.0,14.0,44.0,62.0,0.06451612903225806,0.22580645161290322,0.7096774193548387,new
285,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,proof
286,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,quizzy
287,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,Dentaria
288,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,shadow
289,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,facility
290,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,bot
291,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,riding
